"id","codbarras","nome","preco_venda"
26239,"7891446626786",ZIPER CORRENTE 18CM CINZA 753,"1"
26242,"7891446622580",ZIPER CORRENTE 15CM MARROM 614,"1"
26246,"7896644737630",BOLSA POLIBRAS JOLIE,"24,43"
26257,"7899014615552",BANHEIRA CAJOVIL 274 URSO AZUL,"39,9"
26262,"7896720320060",SABONETE CAO MATACURA BACTERIC 90GR,"5,9"
26265,"7898007756425",CONJ.COPO CIV BELLACOR 6P LARANJA,"19,9"
26266,"7898007756401",CONJ.CIV COPO BELLACOR 6P LAR FRU,"19,9"
26267,"7898280070751",CESTO MB FECHADO C/TAMPA 30L CF30,"25,9"
26301,"78923423",DESOD.REXONA 49ML ROLLON SENSITIVE,"9,95"
26302,"78923409",DESOD.REXONA ROLLON MEN ACTIVE 50ML,"9,95"
26320,"7896335000890",POPCORN MICRO KANTY CHOCOLATE 100GR,"2,99"
26338,"7899026413764",ESM.COLORAMA CHIC PELE,"6,99"
26340,"7899026413771",ESM.COLORAMA ROSA ANTIGO,"6,99"
26351,"7896744812404",MALETA MAXI BOX 1240,"23,5"
26355,"7896744812503",MALETA MINI BOX 1250,"4,9"
26356,"7896042002781",FUNIL PLASUTIL 278 GRANDE,"4,5"
26357,"7896900210099",COPO INJETEMP GRADUADO 500ML 1009,"4,9"
26373,"7891010506070",LOCAO HIDRAT.JOHNSONS 200ML 3X,"15,95"
26393,"7896699003476",CHUPETA LOLLY 4915 SILICONE,"8,95"
26394,"7891079011515",MAC.NISSIN MIOJO YAKISSOBA 500GR,"5,99"
26395,"7896011102849",BISC.RECH.CARTOON CHOC/BRANCO 140GR,"1,69"
26398,"7896014146437",TINTURA NUTRISSE 67,"22,9"
26400,"7898320027073",ESPONJA DENGO BLOCO CARRO,"11,9"
26403,"7898917789032",FIO DENTAL MED FIO 50M,"4,95"
26406,"7896644716055",PASTA SOFT C/FERRAGEM CRISTAL,"2,5"
26413,"7896326912249",CANETA MARCA TEXTO CIS LARANJA,"2,5"
26417,"7891024158609",SHAMPOO PALMOLIVE 350ML PRETOS,"7,95"
26424,"7896502819362",SUPORTE BRINOX P/ESCOVA BANHEIRO,"117"
26425,"7896502820085",BATEDOR BRINOX MANUAL 2155/313,"32,5"
26435,"7896098902417",AMACIANTE YPE ROSA 2LT,"7,99"
26436,"7896502817627",SABONETEIRA BRINOX 3050/100,"45,9"
26437,"7896502817665",PORTA HASTES BRINOX 3054/100,"79,9"
26438,"7896502817672",PORTA ALGODAO BRINOX 3055/100,"89,9"
26439,"7896502817658",PORTA SABONETE LIQ.BRINOX 3053/100,"88,9"
26440,"7896502817641",PORTA ESCOVA/CREME BRINOX 3052/100,"159,9"
26473,"7890026034874",PORTA RETRATO VIDRO SALVI LUX-154,"17,9"
26481,"7896256602005",ACHOC.LIQ.TIROL CHOCOLATE TAMP 1LT,"4,99"
26493,"7891024182475",SHAMPOO DARLING 400ML 2EM1 B,"7,99"
26494,"7891024180877",SHAMPOO DARLING 400ML TILIA B,"7,99"
26495,"7891024181072",SHAMPOO DARLING 400ML CERAMIDAS B,"7,99"
26499,"7896725341251",CABIDE TRITEC VERSATIC C/3 4125,"2,99"
26525,"7896000715678",TRAT.NIELY GOLD KIT 500ML BRILHO,"16,95"
26527,"7898903925437",APARELHO DEPILACAO DEPIROLL,"99,9"
26537,"7891113307604",LINHA ANNE 500M 7650,"25,9"
26540,"7891113307642",LINHA ANNE 500M 7684,"25,9"
26544,"7891040102204",BLOCO POST-IT 3M 100FLS,"16,9"
26552,"7891037013629",CREME PENTEAR DOVE REC.COMPLE 200ML,"14,95"
26556,"7896899811161",FITA METRICA PRATICO 1.5MT 1983,"3,59"
26560,"7896015517502",CREME D.SENSODYNE 50G COOL GEL,"9,79"
26564,"7899264319453",CAD.CD 1MAT JUSTIN BIEBER,"6,9"
26567,"7899264308099",CAD.CD FORONI 4ELEMENTOS 20MT 400F,"29,95"
26572,"7896381395919",CHUQUINHA MIMOSA SILICONE 3591,"10,5"
26576,"7898457743013",GRAMPEADOR GRAMPLINE G-2025 MINI,"15,9"
26577,"7896036512319",BICO MINI MAMADEIRA NEOPAN C/2 SIL,"7,9"
26583,"7896007540525",ABS.INTIMUS DAYS C/40 SEM ABAS,"9,95"
26584,"7896007541393",ABS.INTIMUS DAYS C/40 TEEN SEM ABA,"9,95"
26595,"7897216903200",BRINQ.JOGO DE DAMAS,"5,9"
26598,"5601229858967",LAPIS MOLIN MORANGUINHO,"1,5"
26599,"9788506058923",ATLAS GEOGRAFICO MELBOOKS,"5,9"
26619,"7891228372382",TOALHA ROSTO TEKA CRIATIVA BRANCA,"13,9"
26620,"7891228336384",TOALHA BANHO TEKA CRIATIVA COLOR,"12,9"
26629,"7891024172537",COND.PALMOLIVE 350ML NEUTRO,"9,95"
26631,"7891024170335",COND.PALMOLIVE 350ML NUTRI-LISS,"9,95"
26639,"7896089010916",CAFE CABOCLO TRADICIONAL 500GR,"9,77"
26642,"7896044927273",MAQUIAGEM ELKE GLOSS HIGH COCO,"8,98"
26643,"7896044927297",MAQUIAGEM ELKE GLOSS HIGH MORANGO,"8,98"
26659,"7800005082222",FIO DENTAL ORAL-B ESSENCIAL 50M ME,"7,69"
26667,"7891109828571",SAND.HAVAI.SURF 37/38 BCO/MARINHO,"49,9"
26676,"7891109828809",SAND.HAVAI.SURF 35/36 AREIA CAQUI,"49,9"
26689,"7898024830191",LIMP.X14 500ML BANHEIRO APARELH,"15,95"
26691,"7891253215050",CADERNETA 48F TOME NOTA,"1,8"
26692,"7891268400236",ANTI.SEPTICO LISTERINE 500ML MENTA,"25,9"
26693,"7891109828564",SAND.HAVAI.SURF 35/36 BCO/MARINHO,"49,9"
26694,"7896014149216",TINTURA NUTRISSE 71,"22,9"
26695,"7896020640073",TABUA PASSAR ROUPA MOR MAXI,"94,9"
26698,"7896432604519",TEMP.CHELLI CRAVO DA INDIA 100GR,"18,9"
26699,"7896432604311",TEMP.CHELLI CANELA EM CASCA 100GR,"14,49"
26700,"7898917545034",PALHA ESPECIAL VENEZA,"0,95"
26701,"7898514385583",CALCULADORA BOLSO 99X,"3,9"
26702,"7898472171433",ALICATE MEGAFORTH,"14,9"
26706,"7898510004556",KIT FERRAMENTAS MEGAFORTH LANTERNA,"24,9"
26708,"7894904082704",LASANHA SEARA BOLONHESA 600GR,"11,98"
26709,"7894904082728",LASANHA SEARA 4 QUEIJOS 600GR,"11,98"
26716,"7898578586995","BACIA PRATIC ADESIVADA 2,7L","2,99"
26720,"7891150008809",COND.DOVE CONTROLE QUEDA 200ML,"11,95"
26724,"7896900210181",FILTRO CAFE INJETEMP 102 LONGA VIDA,"4,5"
26727,"7891150008878",COND.DOVE 200ML HIDR.INTENSA,"11,95"
26730,"7591066721020",APA.BARBEAR SCHICK XTREME3 B,"5,69"
26732,"7891150008816",COND.DOVE RECONS.COMPLETA 200ML,"11,95"
26741,"7891079012024",MAC.NISSIN CUPNOODLES 64G FR.REQUE,"4,59"
26742,"7896628012012",AGUA OXIGENADA BUTTERFLY 20V 100ML,"1,95"
26743,"7891089070540",CHAMPGNON LAVIOLETERA 100G,"7,99"
26745,"7891079011478",MAC.NISSIN 80G HOT MEXICANO,"1,88"
26758,"7891024158708",COND.PALMOLIVE 350ML PRETOS,"9,95"
26760,"7898929890221",BISC.MACHADO AMENDOIM 200GR,"6,99"
26761,"7891172151125",GUARDANAPO GRAND HOTEL 24X24CM,"4,95"
26768,"7896036521205",MAMADEIRA NEOPAN 2120 PANFORME 70M,"17,9"
26770,"7891079012130",MAC.NISSIN 80G CREMOSO CARNE,"1,88"
26772,"7896036546802",CHUPETA NEOPAN 4680 CONV.SIL.2,"8,4"
26774,"7896036575208",COPO EDUCATIVO NEOPAN 7520,"6,49"
26776,"7896502820139",CORTADOR MASSA BRINOX 2221/319,"19,9"
26778,"7891350000115",ESPUMA BARBEAR BOZZANO 193G REFRESC,"21,9"
26781,"7896115700415",CREME ASSADURAS TRALALA 45G,"15,95"
26802,"7896432603154",COMINHO GRAO CHELLI 20G,"3,59"
26805,"7898080660411",BEB.AGUARDENTE TONTURINHA 880ML,"4,95"
26807,"7891301213755",LANCHEIRA CANTIL HELLO KITTY,"22,5"
26809,"7891360483885",GRAFITE FABER CASTELL 0.5,"4,7"
26823,"7894970000442",ESTOJO ESCOLAR GOODIE REDONDO 2ZIP,"19,9"
26843,"7891024171400",SHAMPOO PALMOLIVE 350ML REPARACAO,"7,95"
26844,"7891055003084",VASSOURA CONDOR V-52 VARRE TUDO,"24,95"
26852,"7896899810294",COLEIRA PRATICO N1 0675,"8,7"
26855,"7890857227087",LA CISNE BEBE COMFORT 100G 70,"6,9"
26856,"7890857226943",LA CISNE BEBE COMFORT 100G 10,"6,9"
26857,"7890857226967",LA CISNE BEBE COMFORT 100G 21,"6,9"
26858,"7890857227018",LA CISNE BEBE COMFORT 100G 41,"6,9"
26861,"7891024112717",SABONETE PALMOLIVE 90G MILK ESFOLI,"1,39"
26862,"7890857226981",LA CISNE BEBE COMFORT 100G 31,"6,9"
26864,"7890857226998",LA CISNE BEBE COMFORT 100G 32,"6,9"
26866,"7890857227070",LA CISNE BEBE COMFORT 100G 62,"6,9"
26870,"7898085944899",SABONETE DAVENE LAFLORE CEREJ 180GR,"4,69"
26871,"7898085944875",SABONETE DAVENE LAFLORE VANILA 180G,"4,69"
26872,"7898085944882",SABONETE DAVENE LAFLORE LAVAN 180GR,"4,69"
26874,"7890857227056",LA CISNE BEBE COMFORT 100G 61,"6,9"
26878,"7891024131152",ENXAG.BUCAL COLGATE 500ML FRESH MI,"19,99"
26879,"7890857227032",LA CISNE BEBE COMFORT 100G 51,"6,9"
26882,"7891020982352",LA COATS DPRIMERA 40G 332 LARANJA,"3,9"
26884,"7891024174036",SHAMPOO PALMOLIVE 350ML ANTIARMADO,"7,95"
26897,"7890857145138",LA COATS DPRIMERA 40G 334 LARANJA,"3,9"
26899,"7891020874343",LA COATS DPRIMERA 40G 219 SALMAO,"3,9"
26902,"7898913137165",BEB.VINHO VINHASSOL SUAVE 750ML,"18,95"
26903,"7896512904324",TALCO GRANADO 100G FRESH,"12,95"
26905,"7890857145152",LA COATS DPRIMERA 40G 743 VERDE,"3,9"
26909,"7898327860543",CUECA RAMOS BOX M,"10,9"
26911,"7896360603158",VELA ANDREIA 7 DIAS 50MM SANTO,"8,95"
26912,"7896360601376",VELA ANDREIA 7 DIAS VOTIVA AMARELA,"9,95"
26913,"7891020875180",LA COATS DPRIMERA 40G 747 VERDE,"3,9"
26917,"7896229974313",TRAT.CAPILAR SKAFE 10ML ANTICASPA,"2,99"
26919,"7750682072309",LA COATS DPRIMERA 40G 940 CINZA,"3,9"
26925,"7890857211895",LA COATS DPRIMERA 40G 803 CRUA,"3,9"
26927,"7892115112012",BABADOR BIA BABY ESTAMPADO PLASTIF,"12,9"
26929,"7891020875142",LA COATS DPRIMERA 40G 715 VERDE AG,"3,9"
26932,"7896036512722",BICO NEOPAN SILIC. ORTODONTICO 127,"11,45"
26936,"7891020874985",LA COATS DPRIMERA 40G 628 AZUL CLA,"3,9"
26937,"7750682072286",LA COATS DPRIMERA 40G 858 MARROM,"3,9"
26940,"7891020982291",LA COATS DPRIMERA 40G 143 AZUL ROY,"3,9"
26944,"7899055269981",CINZEIRO ASHTRAY,"14,5"
26949,"7898913137189",BEB.VINHO VINHASSOL GOETHE 750ML,"18,95"
26959,"7890857145114",LA COATS DPRIMERA 40G 121 VINHO,"3,9"
26961,"7890857094818",LA COATS DPRIMERA 40G 118 LILAS,"3,9"
26964,"7897124579283",PASSADOR MASSA GENIAL 251022 C/PE,"64,9"
26965,"7897124579276",PASSADOR MASSA GENIAL 251020 C/PE,"54,9"
26967,"7897124579207","PASSADOR MASSA GENIAL 250020 2,6L","44,9"
26968,"7897124579221","PASSADOR MASSA GENIAL 250022 3,4L","49,9"
26973,"7891515014520",LINGUICA PERDIGAO PERNIL OURO 1KG,"25,95"
26979,"7890857211871",LA COATS DPRIMERA 40G 755 VERDE,"3,9"
26981,"7890857212809",LA CISNE SUPER BEBE 100G 6008 AZUL,"13,5"
26982,"7896011101866",BISC.PARATI MINUETO CHOC/BAUN 300GR,"6,59"
26985,"7897892000187",PAPEL CREPOM RST 48X2 PINK,"0,8"
26987,"7891020754928",LA CISNE SUPER BEBE 100G BC,"13,5"
26988,"7890857212915",LA CISNE SUPER BEBE 100G 7003 VERD,"13,5"
26989,"7890857212830",LA CISNE SUPER BEBE 100G 6009 AZUL,"13,5"
26990,"7890857212618",LA CISNE SUPER BEBE 100G 3015 VERM,"13,5"
26991,"7890857212762",LA CISNE SUPER BEBE 100G 5010 VERD,"13,5"
26993,"7896014162192",TINTURA NUTRISSE 666 RUBI,"22,9"
26994,"7898085943830",LEITE DE AVEIA DAVENE 180ML CLASSI,"9,95"
26995,"7898085943847",LEITE AVEIA DAVENE INTENSA 180ML,"9,95"
26996,"7898085943854",LEITE DE AVEIA DAVENE 180ML SUAVE,"9,95"
26997,"7890857212731",LA CISNE SUPER BEBE 100G 5007 LILA,"13,5"
26999,"7894993011418",XICARA P/CHA DURALEX ASTRAL,"7,9"
27000,"7894993000832","PRATO DURALEX FUNDO ASTRAL 22,2CM","7,6"
27001,"7894993000238",PRATO RASO DURALEX ASTRAL,"4,89"
27014,"7896553915976",PORTA ALGODAO COZA 10851,"11,9"
27018,"7891020754720",LA CISNE SUPER BEBE 100G 7015 VERD,"13,5"
27019,"7896553907490",PORTA PAPEL COZA 10844,"13,5"
27022,"7890857212656",LA CISNE SUPER BEBE 100G 4004 ROSA,"13,5"
27025,"7896553919691",KIT JARRA +6COPOS COZA 13018,"26,5"
27026,"7896553907377",CONJ.CAFE COZA C/6 11005/6,"34,9"
27028,"7896553915389",COPO COZA TRI 10245 300ML,"2,2"
27031,"7896553914368",CESTA COZA ORG.10828,"23,5"
27036,"7890857212687",LA CISNE SUPER BEBE 100G 4021 ROSA,"13,5"
27037,"7890857070348",LA COATS DPRIMERA MESCLA 40G 903,"3,9"
27038,"7891020967328",LA CISNE SUPER BEBE 100G 5030 LILA,"13,5"
27042,"7890857144759",LA COATS DPRIMERA MESCLA 40G 902,"3,9"
27050,"7890857070102",LA COATS DPRIMERA MESCLA 40G 293,"3,9"
27054,"7897664110298",SABONETE ALBANY 90G SUAVE FEMINNIN,"1,14"
27058,"7890857211413",LA COATS DPRIMERA MESCLA 40G 114,"3,9"
27060,"7891700206921",MAIONESE ARISCO TRADICIONAL O 500GR,"2,99"
27063,"7896017200396",LIMPA VIDRO DA ILHA 500ML,"3,59"
27075,"7898913137172",BEB.VINHO VINHASSOL 750ML SECO,"17,99"
27098,"7896468830197",AGUA MINERAL DA GUARDA 10LT,"8,95"
27106,"7898921053280",SOMBRINHA DARDARA 16VAROES,"19,9"
27107,"7898921053112",GUARDA CHUVA DARDARA DUPLO GIGANTE,"17,9"
27109,"7898921053242",SOMBRINHA DARDARA GIGANTE CURTA,"19,9"
27110,"6925352211048",SOMBRINHA VOYAGEM INFANTIL MUSICAL,"27,9"
27113,"7890857070140",LA COATS DPRIMERA MESCLA 40G 400,"3,9"
27115,"7890857211338",LA COATS DPRIMERA MESCLA 40G 170,"3,9"
27116,"7891125160440",BEB.MARTINI 900ML ROSE B,"33,9"
27117,"7896432605356",TEMP.CHELLI PIMENTA CALABRESA 15GR,"3,59"
27118,"4891228530181",APA.BARBEAR SCHICK C/2,"0,99"
27119,"7896038310197",MAC.URBANO PARAFUSO 500GR,"3,95"
27120,"7896038305193",MAC.URBANO PENE 500GR,"3,95"
27121,"7890857070249",LA COATS DPRIMERA MESCLA 40G 668,"3,9"
27123,"7898913137141",BEB.VINHO TREVISOL TINTO SECO 355ML,"6,99"
27134,"7891080112836",MARGARINA DELICIA SUPREME C/S 500GR,"6,69"
27138,"4005808257553",DESOD.NIVEA ROLLON DRY IMPACT 50ML,"8,95"
27143,"7898085947142",COND.BEBE VIDA 200ML,"12,95"
27149,"7894440203366",ENF.NATAL NATALIA GUIRLANDA 40CM,"21,9"
27154,"7896020683094",TABUA VIDRO MOR NATAL 35CM,"7,9"
27157,"7890857070287",LA COATS DPRIMERA MESCLA 40G 892,"3,9"
27158,"7890857070201",LA COATS DPRIMERA MESCLA 40G 487,"3,9"
27159,"7890857211352",LA COATS DPRIMERA MESCLA 40G 173,"3,9"
27163,"7890857211291",LA COATS DPRIMERA MESCLA 40G 161,"3,9"
27166,"7890857070188",LA COATS DPRIMERA MESCLA 40G 486,"3,9"
27169,"7891048044520",PUDIM OETKER 25G DIET CARAMELO,"3,69"
27170,"7898913137134",BEB.VINHO TREVISOL TINTO SUAV 355ML,"6,99"
27171,"7890857211215",LA COATS DPRIMERA MESCLA 40G 117,"3,9"
27172,"7890857211314",LA COATS DPRIMERA MESCLA 40G 163,"3,9"
27183,"7896899812472",LINHA CORAL MAQUINA GRAMA 200 10M,"9,99"
27186,"7891024174685",COND.PALMOLIVE 350ML KIDS CACHEADO,"16,95"
27187,"7898578587053","JARRA PRATIC C/ESPREMEDOR 1,1L 705","2,99"
27188,"7894650002469",ELIM.ODORES GLADE 500ML APAR.MACIE,"18,98"
27189,"7894650002490",ELIM.ODORES GLADE 500ML APAR.FRESH,"18,98"
27190,"7898277712206","MANTEIGA CACAU LABICAU 3,3G","1,5"
27194,"7896009718113",PILHA RAYOVAC C/4 AA PEQUENA,"3,88"
27206,"7890557699504",SAND.HAVAI.BRASIL 41/42 AZUL NAVAL,"34,9"
27208,"7890557699344",SAND.HAVAI.BRASIL 37/38 AZUL NAVAL,"34,9"
27209,"7890557699511",SAND.HAVAI.BRASIL 43/44 AZUL NAVAL,"34,9"
27238,"7899026421349",ESM.COLORAMA VERNIZ 40 GRAUS,"6,99"
27242,"7899026419025",ESM.COLORAMA NUTRIBASE FORTALECIME,"7,99"
27264,"7897808647444",RIMEL C/DELINEADOR GARNET,"18,9"
27277,"7897186609867",PAELLERA MTA ANTIADERENTE 36,"154"
27286,"7896018700789",SABONETE HUGGIES CAMOMILA 75GR,"2,95"
27300,"7891141018541",BEB.ESPUMANTE AURORA 750ML MOSCATE,"29,9"
27306,"7891020001923",LINHA CORRENTE DRIMA 886,"1,99"
27307,"7891020646513",LINHA CORRENTE DRIMA 6108,"1,99"
27310,"7891020000612",LINHA CORRENTE DRIMA 4934,"1,99"
27312,"7891020000759",LINHA CORRENTE DRIMA 4958,"1,99"
27314,"7891020000605",LINHA CORRENTE DRIMA 4933,"1,99"
27315,"7891020000568",LINHA CORRENTE DRIMA 4885,"1,99"
27325,"7897143000515",RELOGIO PAREDE BELLS 2007002 OITAV,"29,9"
27335,"7891020000315",LINHA CORRENTE DRIMA 302,"1,99"
27337,"7896443124976",ELETRO VENTILADOR MALLORY 30CM,"99"
27341,"7891020000513",LINHA CORRENTE DRIMA 4740,"1,99"
27357,"7891020000346",LINHA CORRENTE DRIMA 34,"1,99"
27358,"7898578586988","LIXEIRA PRATIC ADESIVADA 2,7L 698","2,99"
27360,"7891020000643",LINHA CORRENTE DRIMA 4939,"1,99"
27361,"7891020108660",LINHA CORRENTE DRIMA 5933,"1,99"
27362,"7891020000995",LINHA CORRENTE DRIMA 5813,"1,99"
27363,"7891020000872",LINHA CORRENTE DRIMA 516,"1,99"
27364,"7891020000421",LINHA CORRENTE DRIMA 44,"1,99"
27365,"7891020000322",LINHA CORRENTE DRIMA 303,"1,99"
27366,"7896200024006",BISC.ZEZE LUNA 220GR,"5,95"
27367,"7896001004528",ESPONJA ESFREBOM PRETEGE UNHAS,"3,99"
27368,"7891020000469",LINHA CORRENTE DRIMA 45,"1,99"
27369,"7891020001879",LINHA CORRENTE DRIMA 77,"1,99"
27370,"7891020308480",LINHA CORRENTE DRIMA 6014,"1,99"
27371,"7891020001916",LINHA CORRENTE DRIMA 875,"1,99"
27372,"7891020000537",LINHA CORRENTE DRIMA 4791,"1,99"
27373,"7891020645714",LINHA CORRENTE DRIMA 6083,"1,99"
27374,"7891020001909",LINHA CORRENTE DRIMA 860,"1,99"
27375,"7891020000780",LINHA CORRENTE DRIMA 4962,"1,99"
27376,"7898578586940","POTE PRATIC REDONDO 1,2L 694","2,99"
27377,"7891020108684",LINHA CORRENTE DRIMA 5934,"1,99"
27378,"7891020000797",LINHA CORRENTE DRIMA 4963,"1,99"
27379,"7896256600780",CREME DE LEITE TIROL 200GR,"3,59"
27384,"7896348841039",DOCE LEITE PIA 400GR,"6,69"
27386,"7896094906860",BRONZ.CENOURA BRONZE 2 OLEO,"19,99"
27387,"7896094906686",BRONZ.CENOURA BRONZE 4 LOCAO,"13,95"
27399,"7891010877613",OLEO JOHNSONS BABY PURO 200ML,"45,9"
27403,"7894650001301",DESOD.SANI.PATOPURIFIC PAST.FRESH,"7,99"
27404,"7894650001318",DESOD.SANI.PATOPURIFIC PAST.CITRUS,"7,99"
27405,"7894650001295",DESOD.SANI.PATOPURIFIC PAST.LAVAND,"7,99"
27408,"7896030800306",PRATO COPOBRAS FUNDO PRF-012 12CM,"2,49"
27409,"7896030800375",PRATO COPOBRAS FUNDO PRF-015 15CM,"2,99"
27424,"7899264302950",CAD.BROCHURAO SUPER MORANGUINHO 60,"3,9"
27425,"7899264303018",CAD.DESENHO CD MORANGUINHO 96F,"15,9"
27431,"7894494481765",CAD.CD COCA-COLA 1MAT 96FLS,"21,9"
27436,"7891027118884",CAD.CD RED NOSE 10MAT 200FLS.,"32,9"
27449,"7899264308594",CAD.CD WALL 10MAT 200FLS,"15,9"
27454,"7891313327556",CAD.CD BEN 10 10MAT 160FLS,"10,9"
27461,"7891027132842",CAD.CD 10MAT TILIBRA VASCO,"17,2"
27464,"7899264302639",CAD.CD MORANGUINHO 1MAT 96FLS,"22,9"
27465,"7899264309256",CAD.CD BARBIE 10MAT 200FLS TEEN,"27,9"
27472,"7891027118839",CAD.CD CAPRICHO 16MAT 320FLS,"57,5"
27474,"7891027129750",CAD.CD JOLIE 16MAT 320FLS,"57,9"
27475,"7891027128302",CAD.CD JOLIE 10MAT 200FLS,"33,9"
27476,"7891027128319",CAD.CD JOLIE 12MAT 200FLS,"34,9"
27477,"7891027128326",CAD.CD JOLIE TOP 10MAT 200FLS,"39,9"
27478,"7891027128296",CAD.CD JOLIE 1MAT 96FLS,"20,9"
27488,"7894494422089",CAD.CD MAXSTEEL 1MAT 96FLS,"13,9"
27491,"7899264305531",CAD.CD BROCHURAO PUCCA 96FLS,"9,9"
27492,"7894494411847",CAD.CD BROCHURAO MAX STEEL 96FLS,"9,6"
27493,"7891321045701",CAD.CD BROCHURAO PICA PAU 96FLS,"10,25"
27497,"7899264302776",CAD.CD BROCHURAO MORANGUINHO 96FLS,"17,9"
27498,"7899264309416",CAD.CD BROC.FORONI BARBIE 96F 82388,"17,9"
27499,"7891027118440",CAD.BROCHURAO JOLEI 60FLS,"5,39"
27500,"7899264302813",CAD.CD BROCHURA MORANGUINHO 96FLS.,"9,9"
27501,"7891321045848",CAD.CD BROCHURA PICA PAU 96FLS.,"8,49"
27505,"7894494411861",CAD.CD BROCHURA MAXSTEEL 96FLS,"5,99"
27506,"7891027118464",CAD.BROCHURA SUPER JOLIE 48FLS,"2,98"
27508,"7899264302936",CAD.BROCHURA SUPER MORANGUINHO 96F,"4,95"
27509,"7891027114312",CAD.BROCHURA SUPER BATMAN 96FLS,"3,95"
27510,"7891027114305",CAD.BROCHURA SUPER BATMAN 48FLS,"2,25"
27514,"7899264309478",CAD.CD ESPIRAL BARBIE 96FLS,"12,9"
27517,"7891027114510",CAD.CD ESPIRAL JOLIE 96FLS,"16,9"
27520,"7891253104880",CAD.DESENHO CD 60FLS,"5,49"
27533,"7896927439473",ESTOJO ESCOLAR LILY SESTINI,"10,9"
27535,"7898327454766",ESTOJO ESCOLAR PRINCESS BORDADO,"11,9"
27539,"7898327452151",ESTOJO ESCOLAR COOPLER,"16,9"
27543,"7897892018113",PLASTICO REVAL 2M TRANSPARENTE,"1,5"
27544,"7897892018083",PLASTICO REVAL 2M AZUL,"1,5"
27545,"7897892018106",PLASTICO REVAL 2M VERMELHO,"1,5"
27549,"7897892017406",PLASTICO REVAL 2M XADREZVERMELHO,"2,9"
27552,"7891321063286",RECIBO COMERCIAL SD 6328 C/CANHOTO,"2,9"
27553,"7891321066874",BLOCO PEDIDO 1/32 SAO DOMINGOS,"2,5"
27554,"9788533906099",DICIONARIO RIDDEL LINGUA PORTUGUES,"11,9"
27556,"7896644736312",PASTA POLIBRAS PUCCA,"9,45"
27559,"7899014978282",PASTA VMP NOS,"6,9"
27560,"7896644729215",PASTA POLIBRAS MENININHAS,"9,45"
27562,"7896644713719",PASTA POLIBRAS PRINCESAS,"11,9"
27567,"7899264309676",BLOCO P/FICHARIO BARBIE 96FLS,"8,98"
27568,"7891313206158",BLOCO P/FICHARIO BETTY BOOP 96FLS,"6,98"
27569,"7899264302851",BLOCO P/FICHARIO MORANGUINHO 96FLS,"8,98"
27570,"7899264305579",BLOCO P/FICHARIO PUCCA 96FLS,"8,98"
27571,"7896644736190",PASTA POLIBRAS 32MM BEN 10,"11,98"
27572,"7896644718776",PASTA POLIBRAS 32MM BARBIE,"13,5"
27573,"7899014978404",MALETA ESCOLAR VMP MARIE,"13,9"
27578,"7899155312297",CAIXA ORGANIZADORA MORANGUINHO,"22,9"
27583,"7891153020136",TINTA GUACHE ACRILEX 250ML AZUL CL,"8,9"
27584,"7897294400097",TRANSFERIDOR PLAST.WALEU 180GRAUS,"2"
27587,"7896309293525",ESQUADRO 45 CRISTAL STALDO,"0,6"
27588,"7896342449088",MARCADOR MERCUR PERMANENTE VERMELH,"1,99"
27589,"7896342449064",MARCADOR MERCUR PERMANENTE AZUL,"1,99"
27590,"7896342449071",MARCADOR MERCUR PERMANENTE PRETO,"1,99"
27591,"7896326934197",MARCADOR QUADRO BCO CIS AZUL WHITE,"2,95"
27592,"7896326934203",MARCADOR QUADRO BCO CIS PRETO WHIT,"2,95"
27593,"7896326934227",MARCADOR QUADRO BCO CIS VERDE WHIT,"2,95"
27594,"7896326934210",MARCADOR QUADRO BCO CIS VERME WHIT,"2,95"
27595,"7896644728997",REGUA MORANGUINHO 15CM,"2,4"
27596,"7896342449996",REGUA MORANGUINHO 15CM C/LUPA,"2,9"
27597,"7898350670034",SUPORTE CAVIA FITA DUREX,"19,9"
27598,"7897586811136",TELA P/PINTURA 16X22CM VIQUELLI,"7,9"
27601,"7896326943052",LAPIS CIS DEC.BICHINHOS DIVERTIDOS,"3,9"
27604,"7896700404230",LAPIS ECOLE FANTASIA ANJO,"0,6"
27605,"7896700404223",LAPIS ECOLE FANTASIA DINOSSAUROS,"0,6"
27606,"7891360520078",LAPIS FABER CASTELL ROCK,"0,7"
27607,"7896700401048",LAPIS ECOLE FANTASIA PEIXES,"0,6"
27608,"7891360556855",LAPIS FABER CASTELL FOFUXAS,"0,85"
27609,"5601229859148",LAPIS MOLIN HOLLY HOBBIE,"1"
27611,"7896700404186",LAPIS ECOLE FANTASIA TRIBAL,"0,6"
27612,"7896700402045",LAPIS ECOLE FANTASIA ESPORTE,"0,6"
27613,"7896700402021",LAPIS ECOLE FANTASIA BICHOS,"0,6"
27614,"7897476631028",LAPIS TRIS PRETO BETTY BOOP,"1"
27615,"7897476622507",LAPIS TRIS PRETO POWER RANGERS,"1"
27616,"7896342461769",LAPIS TECNICO MERCUR 6B TRIANGULAR,"1,9"
27620,"3154142241313",CANETA MAPED FREE WRITER 1.0 PRETA,"2,9"
27621,"3154142241320",CANETA MAPED FREE WRITER 1.0 VERME,"2,9"
27622,"3154142241306",CANETA MAPED FREE WRITER 1.0 AZUL,"2,9"
27626,"7896342449446",MARCADOR MERCUR CD/DVD PF AZUL,"2,5"
27627,"7896342449477",MARCADOR MERCUR CD/DVD PF PTO,"2,5"
